X,Y,Value
521,823,215
786,160,199
806,385,598
199,14,367
545,792,631
605,523,7
705,326,89
823,407,720
160,383,591
241,420,298
534,991,83
326,839,579
720,619,561
415,764,466
313,544,723
58,609,215
853,995,100
6,665,576
264,922,668
374,980,56
378,890,220
593,886,491
462,538,671
85,964,415
803,277,97
324,669,303
843,333,310
970,959,357
409,568,345
246,333,207
593,164,568
314,336,662
324,507,57
300,330,492
231,397,459
175,766,550
574,324,574
342,126,363
596,417,334
913,531,40
352,476,442
727,547,6
346,488,508
163,964,707
423,440,798
991,831,311
722,61,501
523,18,132
42,746,422
431,124,80
303,205,438
850,483,136
986,125,751
754,493,634
423,234,176
399,735,37
530,2,541
558,963,148
163,847,660
88,813,707
456,747,513
81,902,761
441,140,89
66,297,528
83,292,174
39,639,127
955,754,399
411,961,98
612,252,220
868,359,348
447,26,62
204,698,357
20,780,487
930,195,56
903,823,456
738,350,471
894,509,103
952,393,695
506,905,694
209,242,409
411,738,244
425,154,347
51,148,306
917,9,717
662,195,553
198,224,789
645,875,682
364,394,187
647,860,178
310,398,542
171,860,408
733,101,555
312,496,102
857,524,337
106,473,480
968,849,589
685,634,253
821,333,788
818,32,330
6,203,587
55,745,792
294,382,675
469,837,71
975,879,664
781,441,468
804,242,800
100,336,674
309,916,121
91,544,228
463,304,750
19,66,627
866,978,426
121,468,10
993,367,595
545,8,597
427,568,196
780,563,325
913,343,533
388,988,634
236,120,428
959,319,218
481,381,39
789,483,464
314,796,301
820,708,81
460,407,776
887,889,589
462,687,484
112,971,733
709,553,600
148,342,321
179,659,164
735,369,347
459,512,792
60,523,427
608,350,243
730,184,486
569,497,673
527,16,660
986,429,461
441,432,27
209,623,520
125,806,121
314,64,498
958,400,115
27,272,468
363,775,316
75,658,168
372,133,620
985,380,194
417,669,249
849,267,658
374,442,482
729,105,444
69,76,415
306,85,241
409,398,364
375,54,536
933,147,673
801,855,197
851,11,334
728,460,545
268,300,498
808,661,551
822,122,748
757,311,726
558,760,215
658,201,659
318,68,125
988,310,399
813,937,85
551,298,619
857,889,773
366,976,730
148,94,735
436,773,574
803,134,590
789,501,242
255,440,266
284,369,466
571,442,612
780,60,206
358,770,314
772,569,50
147,365,144
271,454,133
780,700,263
607,374,640
692,957,792
576,682,315
9,520,213
432,143,297
900,419,458
648,685,373
14,177,356
29,673,402
709,296,204
443,863,740
276,997,301
181,615,202
300,677,403
565,333,389
967,254,624
721,873,312
541,297,261
541,356,796
222,980,112
379,931,388
146,877,318
124,6,359
964,445,173
636,1,53
711,137,6
476,973,582
646,556,511
145,454,162
869,975,90
352,395,524
694,60,677
486,909,289
848,955,675
102,992,237
775,248,565
752,27,414
52,287,408
393,466,543
682,652,91
184,31,76
107,546,593
579,635,300
769,35,514
992,778,107
321,955,550
859,104,189
852,990,695
496,429,194
830,497,162
172,892,633
186,815,276
575,530,690
618,634,331
817,885,56
272,897,770
8,396,717
95,432,175
397,306,278
30,249,337
587,771,771
984,301,409
445,662,781
437,652,681
884,821,720
82,178,120
324,90,700
457,451,553
217,858,716
646,185,109
39,503,310
422,786,250
907,417,427
354,556,166
54,820,516
446,500,604
699,927,737
751,674,278
165,247,66
603,904,504
1,68,594
865,725,323
857,163,381
287,894,379
881,924,265
411,221,86
138,775,124
305,116,465
399,553,396
739,807,772
217,600,366
262,207,595
405,191,708
5,273,762
324,848,722
632,694,266
767,604,208
790,993,12
253,929,563
118,150,279
194,776,530
725,874,225
18,47,444
807,687,771
115,948,795
524,545,179
335,222,650
922,181,2
16,873,608
892,53,209
504,88,69
159,798,649
475,198,782
553,307,686
497,727,506
252,333,50
447,922,669
77,253,464
277,732,312
52,939,641
927,680,708
762,761,321
149,927,156
1000,821,518
796,674,625
288,328,7
311,614,314
378,903,26
712,89,326
571,292,577
95,519,708
465,695,434
447,641,343
848,868,733
14,706,286
937,353,395
480,642,101
124,868,591
328,558,454
958,671,461
515,542,520
853,515,115
863,449,524
773,799,243
761,787,546
297,446,609
200,583,504
791,204,710
959,450,296
983,788,18
93,112,375
966,873,41
129,154,248
984,325,435
949,389,699
58,68,343
141,778,554
74,460,197
507,127,2
683,601,785
461,146,496
233,309,691
383,42,631
698,448,626
62,779,99
785,441,541
928,189,270
14,313,769
460,129,584
56,722,567
882,470,285
936,878,530
689,423,656
253,216,733
868,9,638
275,218,670
409,867,83
35,957,525
866,20,375
650,388,280
678,792,165
792,146,570
740,916,397
388,469,733
83,191,652
738,764,729
298,955,507
434,573,443
568,884,673
603,642,777
180,687,675
335,940,582
39,103,3
787,228,488
309,936,229
682,253,213
92,530,789
717,477,204
681,227,375
246,933,319
415,531,114
339,175,243
665,762,526
940,399,326
690,25,221
847,189,198
488,874,401
488,968,792
123,397,224
142,118,713
667,794,151
300,311,179
373,228,430
379,769,18
672,443,519
43,319,335
341,976,648
208,575,194
785,101,641
802,335,718
358,684,54
336,180,663
293,496,281
334,802,800
951,817,560
141,824,165
731,970,559
314,692,54
604,437,300
436,890,236
537,618,577
458,590,619
500,396,255
120,201,514
607,232,183
585,580,343
499,620,66
446,235,368
903,669,713
825,4,327
471,333,623
213,346,26
578,574,669
315,466,251
814,960,410
134,114,230
252,850,333
715,71,92
546,873,483
421,476,320
233,37,150
356,229,328
478,579,430
987,391,134
111,544,352
923,472,150
796,161,751
913,557,635
460,331,477
789,703,476
849,25,603
178,240,717
924,816,515
428,835,146
345,448,361
691,416,52
681,187,559
779,968,530
224,424,579
573,858,432
392,915,21
600,417,265
524,12,760
295,724,618
684,765,107
944,142,136
308,428,11
602,827,690
958,794,67
314,573,122
407,350,533
561,474,42
774,938,366
984,973,423
629,287,633
393,82,526
525,495,95
777,462,592
233,673,614
76,852,344
167,248,669
37,221,422
371,504,281
904,274,741
87,830,758
741,850,365
168,191,495
675,790,669
287,729,261
892,191,99
463,15,305
113,14,617
365,563,442
29,203,53
752,17,96
740,216,695
372,133,225
421,840,664
781,521,185
774,647,3
260,326,559
180,91,65
267,945,381
364,170,512
7,534,614
954,259,248
564,501,156
734,667,36
643,959,64
461,703,426
742,740,35
875,551,72
38,526,208
668,567,321
233,819,789
809,197,425
402,857,182
603,803,716
808,291,257
682,93,58
995,305,592
788,632,188
390,342,605
763,646,249
505,425,222
399,588,797
379,854,771
879,424,600
830,44,637
464,102,478
998,892,103
233,508,409
704,215,677
563,462,449
385,456,153
722,390,608
305,78,298
636,180,413
810,662,171
930,917,325
434,262,114
263,807,369
197,502,86
647,514,421
148,978,387
377,352,369
51,688,434
857,639,20
812,81,364
821,336,730
958,522,237
160,914,349
929,651,465
438,379,314
118,485,93
383,908,213
203,922,371
378,657,611
490,513,52
761,751,757
598,457,270
917,24,497
87,744,787
790,578,539
381,501,585
765,665,454
576,885,436
610,483,348
626,799,263
845,385,99
199,511,673
918,617,750
35,219,688
12,950,761
905,736,444
452,314,81
782,248,592
599,966,594
619,312,282
863,753,482
875,311,238
271,742,386
800,971,607
5,158,583
760,309,53
539,193,724
771,454,71
746,633,737
113,268,16
839,797,88
319,686,791
118,260,712
127,702,4
430,893,166
961,52,454
814,390,526
432,117,411
128,605,250
241,725,435
180,188,71
816,354,380
144,873,25
125,759,149
703,422,26
15,827,363
849,486,446
298,323,125
596,112,20
716,132,145
895,416,388
520,689,796
859,359,424
876,96,248
515,359,332
240,411,530
458,526,210
709,725,531
315,155,331
52,847,357
438,662,72
824,586,486
474,652,596
719,623,659
580,410,230
202,573,792
641,71,320
211,561,600
671,668,699
906,691,780
5,647,53
798,211,313
327,89,232
146,818,481
863,758,645
333,415,25
990,107,248
831,626,447
611,935,44
806,703,419
491,761,685
972,496,135
310,533,564
119,345,644
309,845,229
719,327,137
658,776,514
923,455,586
440,148,693
213,358,605
321,906,752
739,428,268
886,54,281
510,571,640
620,201,51
116,650,799
933,856,78
613,938,170
698,513,651
223,332,751
791,546,220
120,937,549
887,836,459
64,537,615
891,329,502
226,324,610
853,949,181
255,777,463
610,354,685
199,809,334
800,803,53
202,46,50
288,353,676
773,512,341
971,776,572
47,151,391
378,958,238
919,104,34
876,591,663
92,368,98
685,983,319
559,327,417
